frame,op,x,y,w,h,r,g,b,text
906,PSET,196,90,0,0,0,0,255,
907,RECTF,197,90,5,10,0,255,0,
907,PSET,197,90,0,0,0,0,255,
908,RECTF,198,90,5,10,0,255,0,
908,PSET,198,90,0,0,0,0,255,
909,RECTF,199,90,5,10,0,255,0,
909,PSET,199,90,0,0,0,0,255,
910,RECTF,200,90,5,10,0,255,0,
910,PSET,200,90,0,0,0,0,255,
910,TEXT,10,120,0,0,255,255,255,Gen 910 Max 1
911,RECTF,201,90,5,10,0,255,0,
911,PSET,201,90,0,0,0,0,255,
912,RECTF,202,90,5,10,0,255,0,
912,PSET,202,90,0,0,0,0,255,
913,RECTF,203,90,5,10,0,255,0,
913,PSET,203,90,0,0,0,0,255,
914,RECTF,204,90,5,10,0,255,0,
914,PSET,204,90,0,0,0,0,255,
915,RECTF,205,90,5,10,0,255,0,
915,PSET,205,90,0,0,0,0,255,
916,RECTF,206,90,5,10,0,255,0,
916,PSET,206,90,0,0,0,0,255,
917,RECTF,207,90,5,10,0,255,0,
917,PSET,207,90,0,0,0,0,255,
918,RECTF,208,90,5,10,0,255,0,
918,PSET,208,90,0,0,0,0,255,
919,RECTF,209,90,5,10,0,255,0,
919,PSET,209,90,0,0,0,0,255,
920,RECTF,210,90,5,10,0,255,0,
920,PSET,210,90,0,0,0,0,255,
920,TEXT,10,120,0,0,255,255,255,Gen 920 Max 1
921,RECTF,211,90,5,10,0,255,0,
921,PSET,211,90,0,0,0,0,255,
922,RECTF,212,90,5,10,0,255,0,
922,PSET,212,90,0,0,0,0,255,
923,RECTF,213,90,5,10,0,255,0,
923,PSET,213,90,0,0,0,0,255,
924,RECTF,214,90,5,10,0,255,0,
924,PSET,214,90,0,0,0,0,255,
925,RECTF,215,90,5,10,0,255,0,
925,PSET,215,90,0,0,0,0,255,
926,RECTF,216,90,5,10,0,255,0,
926,PSET,216,90,0,0,0,0,255,
927,RECTF,217,90,5,10,0,255,0,
927,PSET,217,90,0,0,0,0,255,
928,RECTF,218,90,5,10,0,255,0,
928,PSET,218,90,0,0,0,0,255,
929,RECTF,219,90,5,10,0,255,0,
929,PSET,219,90,0,0,0,0,255,
930,RECTF,220,90,5,10,0,255,0,
930,PSET,220,90,0,0,0,0,255,
930,TEXT,10,120,0,0,255,255,255,Gen 930 Max 1
931,RECTF,221,90,5,10,0,255,0,
931,PSET,221,90,0,0,0,0,255,
932,RECTF,222,90,5,10,0,255,0,
932,PSET,222,90,0,0,0,0,255,
933,RECTF,223,90,5,10,0,255,0,
933,PSET,223,90,0,0,0,0,255,
934,RECTF,224,90,5,10,0,255,0,
934,PSET,224,90,0,0,0,0,255,
935,RECTF,225,90,5,10,0,255,0,
935,PSET,225,90,0,0,0,0,255,
936,RECTF,226,90,5,10,0,255,0,
936,PSET,226,90,0,0,0,0,255,
937,RECTF,227,90,5,10,0,255,0,
937,PSET,227,90,0,0,0,0,255,
938,RECTF,228,90,5,10,0,255,0,
938,PSET,228,90,0,0,0,0,255,
939,RECTF,229,90,5,10,0,255,0,
939,PSET,229,90,0,0,0,0,255,
940,RECTF,230,90,5,10,0,255,0,
940,PSET,230,90,0,0,0,0,255,
940,TEXT,10,120,0,0,255,255,255,Gen 940 Max 1
941,RECTF,231,90,5,10,0,255,0,
941,PSET,231,90,0,0,0,0,255,
942,RECTF,232,90,5,10,0,255,0,
942,PSET,232,90,0,0,0,0,255,
943,RECTF,233,90,5,10,0,255,0,
943,PSET,233,90,0,0,0,0,255,
944,RECTF,234,90,5,10,0,255,0,
944,PSET,234,90,0,0,0,0,255,
945,RECTF,235,90,5,10,0,255,0,
945,PSET,235,90,0,0,0,0,255,
946,RECTF,236,90,5,10,0,255,0,
946,PSET,236,90,0,0,0,0,255,
947,RECTF,237,90,5,10,0,255,0,
947,PSET,237,90,0,0,0,0,255,
948,RECTF,238,90,5,10,0,255,0,
948,PSET,238,90,0,0,0,0,255,
949,RECTF,239,90,5,10,0,255,0,
949,PSET,239,90,0,0,0,0,255,
950,RECTF,240,90,5,10,0,255,0,
950,PSET,240,90,0,0,0,0,255,
950,TEXT,10,120,0,0,255,255,255,Gen 950 Max 1
951,RECTF,241,90,5,10,0,255,0,
951,PSET,241,90,0,0,0,0,255,
952,RECTF,242,90,5,10,0,255,0,
952,PSET,242,90,0,0,0,0,255,
953,RECTF,243,90,5,10,0,255,0,
953,PSET,243,90,0,0,0,0,255,
954,RECTF,244,90,5,10,0,255,0,
954,PSET,244,90,0,0,0,0,255,
955,RECTF,245,90,5,10,0,255,0,
955,PSET,245,90,0,0,0,0,255,
956,RECTF,246,90,5,10,0,255,0,
956,PSET,246,90,0,0,0,0,255,
957,RECTF,247,90,5,10,0,255,0,
957,PSET,247,90,0,0,0,0,255,
958,RECTF,248,90,5,10,0,255,0,
958,PSET,248,90,0,0,0,0,255,
959,RECTF,249,90,5,10,0,255,0,
959,PSET,249,90,0,0,0,0,255,
960,RECTF,10,90,5,10,0,255,0,
960,PSET,10,90,0,0,0,0,255,
960,TEXT,10,120,0,0,255,255,255,Gen 960 Max 1
961,RECTF,11,90,5,10,0,255,0,
961,PSET,11,90,0,0,0,0,255,
962,RECTF,12,90,5,10,0,255,0,
962,PSET,12,90,0,0,0,0,255,
963,RECTF,13,90,5,10,0,255,0,
963,PSET,13,90,0,0,0,0,255,
964,RECTF,14,90,5,10,0,255,0,
964,PSET,14,90,0,0,0,0,255,
965,RECTF,15,90,5,10,0,255,0,
965,PSET,15,90,0,0,0,0,255,
966,RECTF,16,90,5,10,0,255,0,
966,PSET,16,90,0,0,0,0,255,
967,RECTF,17,90,5,10,0,255,0,
967,PSET,17,90,0,0,0,0,255,
968,RECTF,18,90,5,10,0,255,0,
968,PSET,18,90,0,0,0,0,255,
969,RECTF,19,90,5,10,0,255,0,
969,PSET,19,90,0,0,0,0,255,
970,RECTF,20,90,5,10,0,255,0,
970,PSET,20,90,0,0,0,0,255,
970,TEXT,10,120,0,0,255,255,255,Gen 970 Max 1
971,RECTF,21,90,5,10,0,255,0,
971,PSET,21,90,0,0,0,0,255,
972,RECTF,22,90,5,10,0,255,0,
972,PSET,22,90,0,0,0,0,255,
973,RECTF,23,90,5,10,0,255,0,
973,PSET,23,90,0,0,0,0,255,
974,RECTF,24,90,5,10,0,255,0,
974,PSET,24,90,0,0,0,0,255,
975,RECTF,25,90,5,10,0,255,0,
975,PSET,25,90,0,0,0,0,255,
976,RECTF,26,90,5,10,0,255,0,
976,PSET,26,90,0,0,0,0,255,
977,RECTF,27,90,5,10,0,255,0,
977,PSET,27,90,0,0,0,0,255,
978,RECTF,28,90,5,10,0,255,0,
978,PSET,28,90,0,0,0,0,255,
979,RECTF,29,90,5,10,0,255,0,
979,PSET,29,90,0,0,0,0,255,
980,RECTF,30,90,5,10,0,255,0,
980,PSET,30,90,0,0,0,0,255,
980,TEXT,10,120,0,0,255,255,255,Gen 980 Max 1
981,RECTF,31,90,5,10,0,255,0,
981,PSET,31,90,0,0,0,0,255,
982,RECTF,32,90,5,10,0,255,0,
982,PSET,32,90,0,0,0,0,255,
983,RECTF,33,90,5,10,0,255,0,
983,PSET,33,90,0,0,0,0,255,
984,RECTF,34,90,5,10,0,255,0,
984,PSET,34,90,0,0,0,0,255,
985,RECTF,35,90,5,10,0,255,0,
985,PSET,35,90,0,0,0,0,255,
986,RECTF,36,90,5,10,0,255,0,
986,PSET,36,90,0,0,0,0,255,
987,RECTF,37,90,5,10,0,255,0,
987,PSET,37,90,0,0,0,0,255,
988,RECTF,38,90,5,10,0,255,0,
988,PSET,38,90,0,0,0,0,255,
989,RECTF,39,90,5,10,0,255,0,
989,PSET,39,90,0,0,0,0,255,
990,RECTF,40,90,5,10,0,255,0,
990,PSET,40,90,0,0,0,0,255,
990,TEXT,10,120,0,0,255,255,255,Gen 990 Max 1
991,RECTF,41,90,5,10,0,255,0,
991,PSET,41,90,0,0,0,0,255,
992,RECTF,42,90,5,10,0,255,0,
992,PSET,42,90,0,0,0,0,255,
993,RECTF,43,90,5,10,0,255,0,
993,PSET,43,90,0,0,0,0,255,
994,RECTF,44,90,5,10,0,255,0,
994,PSET,44,90,0,0,0,0,255,
995,RECTF,45,90,5,10,0,255,0,
995,PSET,45,90,0,0,0,0,255,
996,RECTF,46,90,5,10,0,255,0,
996,PSET,46,90,0,0,0,0,255,
997,RECTF,47,90,5,10,0,255,0,
997,PSET,47,90,0,0,0,0,255,
998,RECTF,48,90,5,10,0,255,0,
998,PSET,48,90,0,0,0,0,255,
999,RECTF,49,90,5,10,0,255,0,
999,PSET,49,90,0,0,0,0,255,
